qdate,tenor_bucket,smoothed_level,filtered_level,smoothed_ar.L1,filtered_ar.L1,phi,sigma2_level,loglike
2018-12-24,5,18.155510631442223,18.370413200363355,-8.19876452195344e-10,-7.619337379605157e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2018-12-26,5,17.830150065634605,17.526238368189876,-1.0396795135749534e-09,-9.9352719136711e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2018-12-27,5,18.29026965516514,18.113252447388362,-1.9426337685809865e-10,-4.0218748002036103e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2018-12-28,5,18.558272123506974,18.6019612473667,3.4073774541212593e-10,-2.991364473297918e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2018-12-31,5,18.49212718152169,18.52854112189037,4.1129724662344085e-10,-6.032466567269667e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-02,5,18.43699680234983,18.62417685008039,5.441501008551772e-10,7.334193185147319e-12,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-03,5,18.15360788623675,18.324490589292907,3.9436501690391027e-10,-1.5335878059464827e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-04,5,17.894893004095575,18.284550403741658,3.2552502774277853e-10,-1.3118002761923633e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-07,5,17.3049551894738,17.4266271186113,-2.0505178171853751e-10,-5.482173114733859e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-08,5,17.120744978294255,17.218188186579866,-1.4849118061621503e-10,-5.036890957269545e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-09,5,16.97321683362628,17.05158103052642,-5.32974368996662e-11,-4.4959742439482793e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-10,5,16.854574141470344,17.151043360670627,7.939388306926089e-11,-2.699566020482847e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-11,5,16.40572239777045,16.46642427388494,-2.7549642102034725e-10,-5.560657384001879e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-14,5,16.313820301039247,16.23930018462947,-1.244114193457929e-10,-5.192104934956895e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-15,5,16.426643090750876,16.5913742891486,3.206065010797646e-10,-1.862011038733536e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-16,5,16.177241531547676,16.302447454299124,2.567356330166191e-10,-2.8653193861549373e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-17,5,15.98768088592503,16.52050886610197,3.113729967422862e-10,-9.017822621161615e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-18,5,15.180984093842369,15.356674966034733,-5.271192522109692e-10,-6.807129567929806e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-22,5,14.914989686164462,14.950826364504724,-6.11376646636948e-10,-7.032463446326484e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-23,5,14.86073327605197,14.65338657155927,-4.453071544783508e-10,-6.620349703093728e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-24,5,15.17465433095079,15.361165928330449,2.2473425435219613e-10,-1.0041075806598208e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-25,5,14.892277442415532,15.292017418134247,2.3338612049861705e-11,-1.0864776625016189e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-28,5,14.28707469745555,14.234858580948458,-6.607725207535519e-10,-6.375032925812608e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-29,5,14.366129430426277,14.271087332290797,-3.8970132350720795e-10,-4.382543054527303e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-30,5,14.510022316334673,13.919540911005535,-6.449115482905819e-11,-5.005325115199174e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-01-31,5,15.404005879105304,15.618699207208307,1.3811743394627969e-09,5.402008156978694e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-01,5,15.078962103170358,15.34557350236086,1.1478335160594302e-09,2.4304905517430384e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-04,5,14.675314832413848,15.040166202544368,9.239618718208787e-10,1.274639544879227e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-05,5,14.122933125017486,14.118317864686388,5.792363245654237e-10,-4.787802742590574e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-06,5,14.129920589197107,14.592067615016413,1.1398310073006259e-09,-9.27892218177042e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-07,5,13.430234130400489,13.824029957297894,7.648140134243819e-10,-4.730949543956967e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-08,5,12.834030774960429,13.09479445913006,6.304101157759999e-10,-7.25439353626803e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-11,5,12.439236892977602,13.019939899189065,8.688887329822688e-10,-5.60146783030695e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-12,5,11.56005774132349,12.10759615392503,4.757987843137706e-10,-8.84819531628947e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-13,5,10.73108948744814,11.216318791605644,2.1109916741147078e-10,-1.1066328011083875e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-14,5,9.996456665967708,10.64795352935311,1.1168944041854495e-10,-1.0948766751515023e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-15,5,9.010096247950802,9.589839405960534,-3.5372800847058875e-10,-1.345661038527426e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-19,5,8.132370297324709,8.715514446870003,-6.951665217535755e-10,-1.4283291876759299e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-20,5,7.249495275626189,7.882494805110036,-1.1216460686240847e-09,-1.4657837986107248e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-21,5,6.291139654464477,6.665682348377794,-1.7863206257836263e-09,-1.6957969006151533e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-22,5,5.724085368330742,5.527492056539755,-2.061377132569351e-09,-1.8192249474170208e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-25,5,6.021725882348287,5.962895898996575,-1.2657389795113979e-09,-1.0748991155949424e-09,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-26,5,6.110793950306619,5.942952858698823,-9.243981349570533e-10,-7.818316270257917e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-27,5,6.364903860457677,6.504733851420135,-4.3773665713048103e-10,-2.6364450633882903e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-02-28,5,6.153202505549652,6.24558236317365,-7.000136112018949e-10,-3.2634033197573563e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-01,5,6.013340227530844,5.977263884803241,-9.32132709228325e-10,-3.7617868449424024e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-04,5,6.067959486788368,5.788606437200412,-9.755339520304842e-10,-3.697754792261802e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-05,5,6.490897502576464,6.17944195500147,-5.737103935262147e-10,-5.846042322501548e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-06,5,6.962438413079969,6.435525435477288,-1.6261586397189648e-10,9.35954369834119e-11,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-07,5,7.7601799443963895,7.453152351748309,7.207803297362508e-10,6.057788455829652e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-08,5,8.225016971579747,8.21784440925225,1.1838629303864982e-09,8.394113148092307e-10,0.717533338305684,1.033455920047352,-7113.207589911158
2019-03-11,5,8.235876167180802,8.483554450451859,1.0961132416614045e-09,7.42943596683614e-10,0.717533338305684,1.033455920047352,-7113.207589911158
