tenor_bucket,model,variable,coef,std_err,t_stat,p_value,r_squared,n_obs
10,funding_factors,agg_pubout,-3.506531094347901e-06,1.436912535796639e-06,-2.4403232674171393,0.014674124102869088,0.1601249755987123,235
10,funding_factors,agg_n_issues,0.08929047402551196,0.03517304670600422,2.5386050509599336,0.01112953842200762,0.1601249755987123,235
10,funding_factors,quarter_end,3.0995184059339667,2.0262422547900942,1.5296879722089582,0.1260939822253507,0.1601249755987123,235
10,funding_factors,event_any,0.0,0.0,,,0.1601249755987123,235
10,funding_pc,const,180.5711669745096,80.27832752354043,2.249314012197872,0.024492524958022475,0.1532552661481692,235
10,funding_pc,Funding_PC,-0.9467032497079426,1.719438474718602,-0.5505886157763669,0.5819157146165932,0.1532552661481692,235
10,funding_pc,liq_hhi,912.8056094877574,514.8914095714621,1.7728118832813204,0.07625988364918361,0.1532552661481692,235
10,funding_pc,agg_liq_hhi,-5898.344861202247,2312.342671630646,-2.5508091571232305,0.010747315788401886,0.1532552661481692,235
10,funding_pc,agg_pubout,-3.5282146565179536e-06,1.4653914065884782e-06,-2.407694381620441,0.01605361358499651,0.1532552661481692,235
10,funding_pc,agg_n_issues,0.08930333839201135,0.035975295470909135,2.4823517700980418,0.013051835780116336,0.1532552661481692,235
10,funding_pc,quarter_end,2.464907674117454,1.6812094707030756,1.4661514326865164,0.1426070364569406,0.1532552661481692,235
10,funding_pc,event_any,0.0,0.0,,,0.1532552661481692,235
20,funding_factors,const,160.8031189446563,127.01380439519428,1.2660286786177115,0.20550281495197142,0.03258635727729153,247
20,funding_factors,CIP_basis_USDJPY,0.0683091792022581,0.11581625480492319,0.5898064940652387,0.555320388399049,0.03258635727729153,247
20,funding_factors,CIP_basis_EURUSD,1.2517314478343415,1.2826807611679292,0.9758713825992001,0.3291282051759429,0.03258635727729153,247
20,funding_factors,RRP_bill_wedge,1.3510686434508876,1.1228916243262197,1.2032048455803412,0.22889706025273793,0.03258635727729153,247
20,funding_factors,swap_spread_10y,0.9106950498478802,0.638658040664003,1.425950965717185,0.15388249645351781,0.03258635727729153,247
20,funding_factors,liq_hhi,721.1375216728138,690.3755437203685,1.0445583251496309,0.2962271493021773,0.03258635727729153,247
20,funding_factors,agg_liq_hhi,-4338.745308589206,3637.167962601911,-1.1928911046179482,0.23291202345226503,0.03258635727729153,247
20,funding_factors,agg_pubout,-1.9050480156792653e-06,1.4019532308421287e-06,-1.3588527589718071,0.17419325112343043,0.03258635727729153,247
20,funding_factors,agg_n_issues,0.03204682388164128,0.022459622058499815,1.4268638981622224,0.15361912866573804,0.03258635727729153,247
20,funding_factors,quarter_end,16.571766492839068,11.355947238569243,1.4593028784560447,0.14448176351035902,0.03258635727729153,247
20,funding_factors,event_any,0.0,0.0,,,0.03258635727729153,247
20,funding_pc,const,161.40056114223816,131.10591313782285,1.2310700355106683,0.21829667140700526,0.02613327038650959,247
20,funding_pc,Funding_PC,1.5112076374665981,1.2480537002204828,1.210851453907493,0.2259523410159997,0.02613327038650959,247
20,funding_pc,liq_hhi,718.3514131684045,710.1801496653172,1.0115059024205875,0.3117743575534875,0.02613327038650959,247
20,funding_pc,agg_liq_hhi,-4561.516884808057,3952.5275550514016,-1.1540759226278778,0.2484690436074828,0.02613327038650959,247
20,funding_pc,agg_pubout,-1.886952756922435e-06,1.4742023398776222e-06,-1.2799822018184264,0.2005513955091731,0.02613327038650959,247
20,funding_pc,agg_n_issues,0.032192097938889906,0.024400490587160338,1.319321749859798,0.1870615695130563,0.02613327038650959,247
20,funding_pc,quarter_end,17.76187952365392,11.358740370498706,1.5637191223936817,0.1178835449642,0.02613327038650959,247
20,funding_pc,event_any,0.0,0.0,,,0.02613327038650959,247
