# Dates where smoothed structural mean exhibits jump greater than 2x rolling 3m std
tenor,date,mu_jump_bp
20,2012-02-16,18.894765473992777
20,2012-04-04,18.64661822028455
20,2012-04-18,18.89172606648239
20,2012-05-30,20.161738963028306
20,2012-05-31,20.29908626404
20,2012-06-06,20.193097797178993
20,2012-07-11,19.836271192233113
20,2012-09-07,20.37798253057858
20,2012-09-10,20.536625095758133
20,2012-09-13,20.318267153959667
20,2012-09-14,19.556613567789814
20,2012-09-17,19.97818738574966
20,2013-02-11,21.824224683974336
20,2013-02-26,22.486109344738416
20,2013-02-28,22.278572846242568
20,2013-04-08,23.317045053877056
20,2013-04-15,23.546819430122127
20,2013-04-23,24.02391004372649
20,2013-05-01,24.176489158964976
20,2013-05-08,24.629524882286802
20,2013-05-09,24.93225012422717
20,2013-05-23,25.539251171950326
20,2013-05-31,25.753078487456794
20,2013-06-04,26.055583638757092
20,2013-06-06,26.334479714245447
20,2013-06-11,26.700293450956835
20,2013-06-12,26.94514955178881
20,2013-07-03,27.341379474783043
20,2013-07-04,27.61300787661442
20,2013-07-05,27.953148363081993
