date,tenor,arb,arb_w,m,m_w
2017-12-19,2,23.686052085507555,23.686052085507555,-3.2798848096321933,-3.2798848096318878
2017-12-20,2,24.466085529861743,24.466085529861743,-2.2617702828705752,-2.261770282870298
2017-12-21,2,24.001137876565878,24.001137876565878,-2.467030513674402,-2.4670305136741497
2017-12-22,2,21.429893859965546,21.429893859965546,-4.55843886072476,-4.558438860724529
2017-12-26,2,20.968276839237205,20.968276839237205,-4.54195532131471,-4.541955321314504
2017-12-27,2,20.852042915580085,20.852042915580085,-4.214552174022131,-4.2145521740219465
2017-12-28,2,20.40260307233811,20.40260307233811,-4.219802301334191,-4.219802301334024
2017-12-29,2,15.971243919632457,15.971243919632457,-7.82724131555986,-7.827241315559707
2018-01-02,2,16.128941530688678,16.128941530688678,-6.939110970741389,-6.93911097074125
2018-01-03,2,13.077352174626355,13.077352174626355,-9.039205057584311,-9.039205057584187
2018-01-04,2,13.434744429372557,13.434744429372557,-7.8549734882820985,-7.854973488281988
2018-01-05,2,13.043894734185983,13.043894734185983,-7.4605066898049905,-7.460506689804891
2018-01-08,2,14.00619641358071,14.00619641358071,-5.879328342752146,-5.8793283427520535
2018-01-09,2,12.90670453467203,12.90670453467203,-6.314170676740748,-6.3141706767406625
2018-01-10,2,16.16920459685423,16.16920459685423,-2.7610353179339278,-2.7610353179338496
2018-01-11,2,15.633954807527942,15.633954807527942,-2.9823531922830497,-2.9823531922829822
2018-01-12,2,14.175983530404494,14.175983530404494,-4.017436424701117,-4.0174364247010566
2018-01-16,2,12.012116918476153,12.012116918476153,-5.592607509331415,-5.5926075093313585
2018-01-17,2,13.036119189047128,13.036119189047128,-4.133499977926114,-4.133499977926061
2018-01-18,2,11.041373333415834,11.041373333415834,-5.544603373218607,-5.5446033732185604
2018-01-19,2,11.699998866003824,11.699998866003824,-4.420646617713416,-4.420646617713373
2018-01-22,2,13.57596849038245,13.57596849038245,-2.302326803493381,-2.302326803493342
2018-01-23,2,12.85225395225575,12.85225395225575,-2.737846928132454,-2.7378469281324183
2018-01-24,2,12.42683380295648,12.42683380295648,-2.8620035462477507,-2.8620035462477187
2018-01-25,2,8.295983111052948,8.295983111052948,-6.326868120232113,-6.326868120232085
2018-01-26,2,8.677613433603085,8.677613433603085,-5.379024674093216,-5.379024674093191
2018-01-29,2,9.377674105437421,9.377674105437421,-4.23334838299613,-4.233348382996107
2018-01-30,2,9.905834265562248,9.905834265562248,-3.352313154026417,-3.3523131540263957
2018-01-31,2,10.275753219437519,10.275753219437519,-2.698356657279609,-2.6983566572795894
2018-02-01,2,9.502897298878679,9.502897298878679,-3.1406209037585953,-3.1406209037585775
2018-02-02,2,9.098179078073088,9.098179078073088,-3.207687779367598,-3.207687779367582
2018-02-05,2,9.028199121206,9.028199121206,-2.965508904212335,-2.965508904212319
2018-02-06,2,8.96969597825148,8.96969597825148,-2.7360108998176322,-2.7360108998176162
2018-02-07,2,7.2320664947222895,7.2320664947222895,-4.047579394456649,-4.047579394456635
2018-02-08,2,6.170746083504781,6.170746083504781,-4.622337919419476,-4.622337919419463
2018-02-09,2,8.18760303831209,8.18760303831209,-2.3573399203633887,-2.357339920363378
2018-02-12,2,5.596579865698715,5.596579865698715,-4.477090417455168,-4.477090417455159
2018-02-13,2,4.943089721642934,4.943089721642934,-4.641953841367048,-4.641953841367039
2018-02-14,2,2.744272517605225,2.744272517605225,-6.189269041080495,-6.189269041080486
2018-02-15,2,2.5245995845990308,2.5245995845990308,-5.798566547983194,-5.798566547983187
2018-02-16,2,0.14691154102575865,0.14691154102575865,-7.397563678074898,-7.397563678074892
2018-02-20,2,-0.5375454095624264,-0.5375454095624264,-7.312304378314218,-7.312304378314213
