tenor,cfg_id,span,winsor,demean,detrend,subperiod,hl_ar1_days,rho,notes
10,cfg_039,20,True,none,False,2022_plus,1.6811580608349916,0.6621233588678291,
10,cfg_040,20,True,none,True,full,2.420196967179941,0.7509613117523135,
10,cfg_041,20,True,none,True,pre_2022,2.8101923145105294,0.7814104573419124,
10,cfg_042,20,True,none,True,2022_plus,1.6792105829226658,0.6618068255924444,
10,cfg_043,20,True,monthly,False,full,1.0381438898979167,0.5128974814334023,
10,cfg_044,20,True,monthly,False,pre_2022,1.115798353690238,0.5372929143457631,
10,cfg_045,20,True,monthly,False,2022_plus,0.8844135752004394,0.4566963832925663,
10,cfg_046,20,True,monthly,True,full,1.03814430376797,0.5128976179560841,
10,cfg_047,20,True,monthly,True,pre_2022,1.1157990516152563,0.5372931231184694,
10,cfg_048,20,True,monthly,True,2022_plus,0.8844140002297506,0.45669655530545433,
10,cfg_049,60,False,none,False,full,5.648560391445293,0.8845182046595942,
10,cfg_050,60,False,none,False,pre_2022,6.897774304870248,0.9043954883404174,
10,cfg_051,60,False,none,False,2022_plus,3.4058156100127963,0.8158549440584617,
10,cfg_052,60,False,none,True,full,5.6423758486994045,0.8843992419527639,
10,cfg_053,60,False,none,True,pre_2022,6.889284090162731,0.9042834949077942,
10,cfg_054,60,False,none,True,2022_plus,3.404126462094045,0.8157725573130384,
10,cfg_055,60,False,monthly,False,full,1.285622266096619,0.5832420134307005,
10,cfg_056,60,False,monthly,False,pre_2022,1.351003121582358,0.598660197771654,
10,cfg_057,60,False,monthly,False,2022_plus,1.166093307092387,0.5518835129368493,
10,cfg_058,60,False,monthly,True,full,1.2856228328769768,0.5832421520622705,
10,cfg_059,60,False,monthly,True,pre_2022,1.3510039836489298,0.5986603937615759,
10,cfg_060,60,False,monthly,True,2022_plus,1.1660934833070562,0.5518835625102018,
10,cfg_061,60,True,none,False,full,5.855631792020599,0.8883648616381807,
10,cfg_062,60,True,none,False,pre_2022,7.047563187099815,0.9063291448590284,
10,cfg_063,60,True,none,False,2022_plus,3.5817668518456416,0.8240525130514197,
10,cfg_064,60,True,none,True,full,5.849117645470332,0.888247754972737,
10,cfg_065,60,True,none,True,pre_2022,7.038810473193176,0.9062183066924913,
10,cfg_066,60,True,none,True,2022_plus,3.5799332186736725,0.8239708361893099,
10,cfg_067,60,True,monthly,False,full,1.3084092759867019,0.5887443248205799,
10,cfg_068,60,True,monthly,False,pre_2022,1.3692070171329567,0.6027577714462614,
10,cfg_069,60,True,monthly,False,2022_plus,1.1913567001487284,0.5588840193329728,
10,cfg_070,60,True,monthly,True,full,1.3084099758305678,0.5887444916474323,
10,cfg_071,60,True,monthly,True,pre_2022,1.3692080624229694,0.6027580043983456,
10,cfg_072,60,True,monthly,True,2022_plus,1.191356906838367,0.5588840757463607,
20,cfg_001,10,False,none,False,full,1.783367455566177,0.6779557727257374,
20,cfg_002,10,False,none,False,pre_2022,1.9709271713908048,0.7035010982012408,
20,cfg_003,10,False,none,False,2022_plus,1.3912793114745443,0.6076182325462088,
20,cfg_004,10,False,none,True,full,1.7820510444786506,0.6777611493351788,
20,cfg_005,10,False,none,True,pre_2022,1.9708267604686815,0.7034884930436974,
20,cfg_006,10,False,none,True,2022_plus,1.3873431926662876,0.6067599716595089,
20,cfg_007,10,False,monthly,False,full,1.2205067551602657,0.5667043561107438,
20,cfg_008,10,False,monthly,False,pre_2022,1.2900828625047347,0.5843302944741148,
20,cfg_009,10,False,monthly,False,2022_plus,1.0678334295185081,0.522507754965062,
20,cfg_010,10,False,monthly,True,full,1.220506613818753,0.5667043188397126,
20,cfg_011,10,False,monthly,True,pre_2022,1.2900827424054409,0.5843302652467853,
20,cfg_012,10,False,monthly,True,2022_plus,1.0678335430632604,0.5225077910294206,
20,cfg_013,10,True,none,False,full,1.7858277297910903,0.6783188894240294,
20,cfg_014,10,True,none,False,pre_2022,1.9697413149647092,0.7033521632574611,
20,cfg_015,10,True,none,False,2022_plus,1.3952684017398536,0.6084843312198343,
20,cfg_016,10,True,none,True,full,1.784783337508352,0.6781648440564889,
20,cfg_017,10,True,none,True,pre_2022,1.9695417031293732,0.7033270789302849,
20,cfg_018,10,True,none,True,2022_plus,1.3923610216639997,0.6078534583952825,
20,cfg_019,10,True,monthly,False,full,1.221033416324775,0.5668431910462284,
20,cfg_020,10,True,monthly,False,pre_2022,1.2885824503116918,0.5839648437833701,
20,cfg_021,10,True,monthly,False,2022_plus,1.070537677536756,0.5233652179053366,
20,cfg_022,10,True,monthly,True,full,1.2210332731187656,0.5668431533068645,
20,cfg_023,10,True,monthly,True,pre_2022,1.2885823219793833,0.583964812499262,
20,cfg_024,10,True,monthly,True,2022_plus,1.0705378047005627,0.5233652581575614,
20,cfg_025,20,False,none,False,full,3.0531602155202098,0.7968999505236163,
20,cfg_026,20,False,none,False,pre_2022,3.4347150416637326,0.8172532035076778,
20,cfg_027,20,False,none,False,2022_plus,2.2516850428885506,0.7350366819512779,
20,cfg_028,20,False,none,True,full,3.048417406350615,0.7966185245434748,
20,cfg_029,20,False,none,True,pre_2022,3.434260345465688,0.8172313674774748,
20,cfg_030,20,False,none,True,2022_plus,2.2377947694258737,0.7336335370568757,
20,cfg_031,20,False,monthly,False,full,1.6135445511739588,0.6507820786513746,
20,cfg_032,20,False,monthly,False,pre_2022,1.7114459597232858,0.6669723030857962,
20,cfg_033,20,False,monthly,False,2022_plus,1.3899278858325848,0.6073239688849355,
20,cfg_034,20,False,monthly,True,full,1.613544366293454,0.6507820466189155,
20,cfg_035,20,False,monthly,True,pre_2022,1.7114457401367766,0.6669722684270715,
20,cfg_036,20,False,monthly,True,2022_plus,1.3899280141400825,0.6073239968434022,
20,cfg_037,20,True,none,False,full,3.0557780443638825,0.797054953965571,
20,cfg_038,20,True,none,False,pre_2022,3.4307124667773063,0.8170608077902294,
20,cfg_039,20,True,none,False,2022_plus,2.256011013582186,0.7354706895898676,
20,cfg_040,20,True,none,True,full,3.051859273580684,0.7968228331797852,
20,cfg_041,20,True,none,True,pre_2022,3.4299706026609154,0.8170251035334372,
20,cfg_042,20,True,none,True,2022_plus,2.2451384654818365,0.7343771997053258,
20,cfg_043,20,True,monthly,False,full,1.613649157646373,0.6508002018801655,
20,cfg_044,20,True,monthly,False,pre_2022,1.7071800905928025,0.6662976530910907,
20,cfg_045,20,True,monthly,False,2022_plus,1.3968851311772312,0.6088342913841204,
20,cfg_046,20,True,monthly,True,full,1.6136489495965052,0.6508001658370439,
20,cfg_047,20,True,monthly,True,pre_2022,1.7071798404339669,0.6662976134495097,
20,cfg_048,20,True,monthly,True,2022_plus,1.3968852849377675,0.6088343246384369,
20,cfg_049,60,False,none,False,full,6.056001794981928,0.8918509670723341,
20,cfg_050,60,False,none,False,pre_2022,6.845179009850227,0.9036974660313185,
20,cfg_051,60,False,none,False,2022_plus,4.382123149743901,0.8536994262186434,
20,cfg_052,60,False,none,True,full,6.024735117855424,0.8913213688158711,
20,cfg_053,60,False,none,True,pre_2022,6.8378423594490645,0.9035992869725973,
20,cfg_054,60,False,none,True,2022_plus,4.300831459177133,0.8511508915250978,
20,cfg_055,60,False,monthly,False,full,1.8851386952111284,0.6923315752627702,
20,cfg_056,60,False,monthly,False,pre_2022,2.0097331388583997,0.7082946254816308,
20,cfg_057,60,False,monthly,False,2022_plus,1.5897237933677075,0.6466064970695369,
20,cfg_058,60,False,monthly,True,full,1.885138573586873,0.6923315588389871,
20,cfg_059,60,False,monthly,True,pre_2022,2.009732964291416,0.7082946042626383,
20,cfg_060,60,False,monthly,True,2022_plus,1.5897238835189091,0.6466065130575198,
20,cfg_061,60,True,none,False,full,6.045130966254649,0.8916674214633485,
20,cfg_062,60,True,none,False,pre_2022,6.83568277908687,0.903570349355127,
20,cfg_063,60,True,none,False,2022_plus,4.3475446615454505,0.8526260927660029,
20,cfg_064,60,True,none,True,full,6.01726834450337,0.8911941285960631,
20,cfg_065,60,True,none,True,pre_2022,6.827419436908006,0.9034594630187631,
20,cfg_066,60,True,none,True,2022_plus,4.2776267797432945,0.8504070807810564,
20,cfg_067,60,True,monthly,False,full,1.884753136172525,0.6922795018102372,
20,cfg_068,60,True,monthly,False,pre_2022,2.0035760095166832,0.7075443109866278,
20,cfg_069,60,True,monthly,False,2022_plus,1.5991559676196683,0.6482715322191104,
20,cfg_070,60,True,monthly,True,full,1.8847529336264215,0.6922794744498705,
20,cfg_071,60,True,monthly,True,pre_2022,2.0035757390688906,0.7075442779457979,
20,cfg_072,60,True,monthly,True,2022_plus,1.5991560781193894,0.648271551635207,
