date,tenor,basis
2010-01-04,10,23.935081988752927
2010-01-05,10,22.43977553567197
2010-01-06,10,19.82181349168053
2010-01-07,10,21.67014323281927
2010-01-08,10,22.848053078936573
2010-01-11,10,18.69128028954225
2010-01-12,10,16.34606135739739
2010-01-13,10,16.280923573426207
2010-01-14,10,19.00110149323234
2010-01-15,10,13.291599409073228
2010-01-19,10,11.872913461621351
2010-01-20,10,12.050635795364258
2010-01-21,10,12.371388877034915
2010-01-22,10,13.196150780279083
2010-01-25,10,12.782778761526458
2010-01-26,10,13.199580871039473
2010-01-27,10,14.296221094214332
2010-01-28,10,13.585684557946252
2010-01-29,10,13.01970049683024
2010-02-01,10,13.30262047217093
2010-02-02,10,13.766821777572204
2010-02-03,10,10.540602495912026
2010-02-04,10,13.834209113376916
2010-02-05,10,15.182790472465513
2010-02-08,10,13.373537012015788
2010-02-09,10,14.41956912899832
2010-02-10,10,14.88634812310653
2010-02-11,10,15.272074383667588
2010-02-12,10,14.556354033528066
2010-02-16,10,14.38610538143206
2010-02-17,10,12.29706700581977
2010-02-18,10,11.155752591314185
2010-02-19,10,13.698007135447597
2010-02-22,10,14.413352795699154
2010-02-23,10,15.292904523320772
2010-02-24,10,15.096457820857893
2010-02-25,10,16.191322367855605
2010-02-26,10,16.468544176124794
2010-03-01,10,14.694571113869074
2010-03-02,10,14.464118055144128
2010-03-03,10,14.185482453097393
2010-03-04,10,14.603414320735167
2010-03-05,10,14.733134541577954
2010-03-08,10,16.298678774739926
2010-03-09,10,17.212552548784288
2010-03-10,10,14.73657847630426
2010-03-11,10,14.009867879587487
2010-03-12,10,15.138874394235984
2010-03-15,10,13.8388749637719
2010-03-16,10,15.026231033161707
2010-03-17,10,17.02512536942976
2010-03-18,10,15.565228009863915
2010-03-19,10,17.140124958634487
2010-03-22,10,16.25201526920472
2010-03-23,10,17.477921757143008
2010-03-24,10,12.933146842677443
2010-03-25,10,8.99181849925992
2010-03-26,10,8.517941620533861
2010-03-29,10,10.349528286386374
2010-03-30,10,10.560118864868514
2010-03-31,10,10.875586921312845
2010-04-01,10,13.135958506289567
2010-04-02,10,12.684693671289892
2010-04-05,10,13.6278409533208
2010-04-06,10,11.080168556154549
2010-04-07,10,13.353795905981483
2010-04-08,10,13.85871204527598
2010-04-09,10,16.436165934869962
2010-04-12,10,17.736975517337328
2010-04-13,10,16.61596396051567
2010-04-14,10,16.771292116759582
2010-04-15,10,15.057594999352546
2010-04-16,10,15.167547858549996
2010-04-19,10,14.825001759422037
2010-04-20,10,15.45131995621898
2010-04-21,10,16.533603407073997
2010-04-22,10,14.548479148834872
2010-04-23,10,15.263194480859
2010-04-26,10,15.654353751972678
2010-04-27,10,16.563426851492522
2010-04-28,10,15.774138049409204
2010-04-29,10,14.707074218474077
2010-04-30,10,15.85693435382177
2010-05-03,10,16.92065315414436
2010-05-04,10,17.24092642882755
2010-05-05,10,15.582930505355648
2010-05-06,10,14.82687245470737
2010-05-07,10,20.15953933945713
2010-05-10,10,21.24747992140243
2010-05-11,10,21.859773018313437
2010-05-12,10,21.41652731240339
2010-05-13,10,20.52738616706188
2010-05-14,10,21.92881762609568
2010-05-17,10,20.90785759415462
2010-05-18,10,20.68767985461409
2010-05-19,10,22.67190635258044
2010-05-20,10,22.81513826023263
2010-05-21,10,25.01496284675665
2010-05-24,10,28.013183400164
2010-05-25,10,35.80451906885605
2010-05-26,10,32.88565764159256
2010-05-27,10,33.63292925278705
2010-05-28,10,32.13741916928024
2010-06-01,10,31.37835702654803
2010-06-02,10,33.4773801838528
2010-06-03,10,29.399058911956388
2010-06-04,10,33.06834510758972
2010-06-07,10,31.46174240713509
2010-06-08,10,34.30669202616917
2010-06-09,10,32.65652890573682
2010-06-10,10,32.54522963969106
2010-06-11,10,32.248284117080175
2010-06-14,10,32.153305519582204
2010-06-15,10,31.44190711326541
2010-06-16,10,26.561130587334787
2010-06-17,10,28.41984873424019
2010-06-18,10,27.16381105803299
2010-06-21,10,27.181596985124145
2010-06-22,10,27.256272174314176
2010-06-23,10,32.094588252671315
2010-06-24,10,31.53098576088587
2010-06-25,10,30.07079798030162
2010-06-28,10,32.71434461249447
2010-06-29,10,33.6019511410002
2010-06-30,10,33.22701248305913
2010-07-01,10,38.38807636764364
2010-07-02,10,36.85074053927156
2010-07-06,10,36.58222173089422
2010-07-07,10,37.35812697604143
2010-07-08,10,34.54849484083144
2010-07-09,10,34.03781017863764
2010-07-12,10,34.840626642902464
2010-07-13,10,35.02166531812679
2010-07-14,10,32.37401803175999
2010-07-15,10,33.79686150823295
2010-07-16,10,32.47441792561648
2010-07-19,10,32.17394459015259
2010-07-20,10,33.55332338281778
2010-07-21,10,34.77590064953739
2010-07-22,10,30.686536418409503
2010-07-23,10,29.73741357853441
2010-07-26,10,31.402880359068263
2010-07-27,10,31.324965337680112
2010-07-28,10,29.935621810415228
2010-07-29,10,28.288230253208383
2010-07-30,10,29.40162181916287
2010-08-02,10,27.303878757560767
2010-08-03,10,26.969106484695544
2010-08-04,10,25.932076633843337
2010-08-05,10,27.087962520180326
2010-08-06,10,31.41920142492478
2010-08-09,10,30.717379301303765
2010-08-10,10,27.7612011170736
2010-08-11,10,35.206539365602
2010-08-12,10,39.7339405974306
2010-08-13,10,36.20029270660075
2010-08-16,10,40.092371111197735
2010-08-17,10,36.32317225048757
2010-08-18,10,37.64420516203296
2010-08-19,10,39.1527616852527
2010-08-20,10,35.72868817458556
2010-08-23,10,36.472599489820766
2010-08-24,10,38.914569673063056
2010-08-25,10,37.44343814974013
2010-08-26,10,34.249438133631145
2010-08-27,10,29.578366576801216
2010-08-30,10,36.513688869406224
2010-08-31,10,31.604377437439723
2010-09-01,10,27.36555717120615
2010-09-02,10,24.34749348888323
2010-09-03,10,23.17364649256029
2010-09-07,10,22.52723179342996
2010-09-08,10,21.82841876510633
2010-09-09,10,13.903954768552635
2010-09-10,10,17.568300809303025
2010-09-13,10,15.005031738739548
2010-09-14,10,15.616927099755287
2010-09-15,10,13.765644906082969
2010-09-16,10,11.960829159980449
2010-09-17,10,15.01026903780064
2010-09-20,10,14.00802176325658
2010-09-21,10,15.32457120573264
2010-09-22,10,15.422185624627277
2010-09-23,10,17.98787965324732
2010-09-24,10,17.126277153747253
2010-09-27,10,22.374016500708024
2010-09-28,10,23.91503377961345
2010-09-29,10,26.659014295344942
2010-09-30,10,29.1166573517354
2010-10-01,10,28.777884863226973
2010-10-04,10,29.29790827629563
2010-10-05,10,30.197246651517677
2010-10-06,10,31.788498537657063
2010-10-07,10,30.518035560662668
2010-10-08,10,30.286028028259068
2010-10-12,10,30.015167453985043
2010-10-13,10,29.1322027389196
2010-10-14,10,30.999221555725285
2010-10-15,10,26.738982164349352
2010-10-18,10,26.99976822179815
2010-10-19,10,27.16671364149545
2010-10-20,10,25.167526557741155
2010-10-21,10,23.975136463094717
2010-10-22,10,23.04102986703691
2010-10-25,10,26.018056930319236
2010-10-26,10,24.6625869956074
2010-10-27,10,22.41205758924059
2010-10-28,10,19.281860393198823
2010-10-29,10,16.53680406434654
2010-11-01,10,18.173139265498264
2010-11-02,10,23.51751643878464
2010-11-03,10,19.51968481552325
2010-11-04,10,25.022339631755017
2010-11-05,10,27.137593001900257
2010-11-08,10,27.28172065663341
2010-11-09,10,28.684264236758
2010-11-10,10,23.97241896548553
2010-11-12,10,28.63658278717816
2010-11-15,10,25.843065974766603
2010-11-16,10,27.929588870569944
2010-11-17,10,28.97266511730834
2010-11-18,10,27.29238851814972
2010-11-19,10,28.2477381126767
2010-11-22,10,29.495779679549173
2010-11-23,10,27.29313708018213
2010-11-24,10,26.884717168869088
2010-11-26,10,24.983437550820668
2010-11-29,10,25.345652014399093
2010-11-30,10,28.89877065897161
2010-12-01,10,25.908994820889006
2010-12-02,10,27.03973580707509
2010-12-03,10,25.313521638228337
2010-12-06,10,23.185237938541093
2010-12-07,10,22.60679474136441
2010-12-08,10,16.162421336136674
2010-12-09,10,16.30850224273894
2010-12-10,10,16.82167547499614
2010-12-13,10,16.396026198026732
2010-12-14,10,13.046867005226376
2010-12-15,10,12.04997749707502
2010-12-16,10,15.078688787095755
2010-12-17,10,12.79041914614919
2010-12-20,10,13.047278073312611
2010-12-21,10,14.0723996348857
2010-12-22,10,12.382755978801413
2010-12-23,10,12.394997142881609
2010-12-27,10,17.449072030830678
2010-12-28,10,14.11654350119028
2010-12-29,10,18.54608282751076
2010-12-30,10,16.791508851996525
2010-12-31,10,16.31726614130133
2011-01-03,10,14.913581216615682
2011-01-04,10,12.676257069748033
2011-01-05,10,11.286044231217945
2011-01-06,10,12.228459919561033
2011-01-07,10,11.876387977502986
2011-01-10,10,13.701436632280718
2011-01-11,10,13.474466988010477
2011-01-12,10,13.366476965259722
2011-01-13,10,12.763318053095077
2011-01-14,10,10.96542649789535
2011-01-18,10,16.456313949890728
2011-01-19,10,13.242627145120252
2011-01-20,10,13.06317444403902
2011-01-21,10,13.181280702678748
2011-01-24,10,12.535507493227612
2011-01-25,10,14.969710092851416
2011-01-26,10,11.304594218843874
2011-01-27,10,13.584454721702343
2011-01-28,10,15.7671571380846
2011-01-31,10,13.016013178179833
2011-02-01,10,11.49582794336635
2011-02-02,10,13.432642390058843
2011-02-03,10,12.043518409725609
2011-02-04,10,10.188032581699416
2011-02-07,10,12.417074533286325
2011-02-08,10,8.845300322652975
2011-02-09,10,12.992839739946987
2011-02-10,10,11.62636506308212
2011-02-11,10,13.729872512762142
2011-02-14,10,15.34622057454584
2011-02-15,10,16.376617303901526
2011-02-16,10,16.158997097162114
2011-02-17,10,13.636839101232056
2011-02-18,10,19.90433515215437
2011-02-22,10,17.787732743192976
2011-02-23,10,8.999245239453842
2011-02-24,10,15.606154012441891
2011-02-25,10,15.273887717410789
2011-02-28,10,14.888213671482276
2011-03-01,10,15.34834094908399
2011-03-02,10,14.240981523221365
2011-03-03,10,18.26312907189822
2011-03-04,10,13.330414156045263
2011-03-07,10,11.406348726250542
2011-03-08,10,10.996592203760258
2011-03-09,10,17.788913974567947
2011-03-10,10,11.764682458070864
2011-03-11,10,4.477375628786376
2011-03-14,10,8.638522263899631
2011-03-15,10,9.5717418063046
2011-03-16,10,15.703257091470562
2011-03-17,10,9.187785077573494
2011-03-18,10,8.561286528183643
2011-03-21,10,9.035901765650522
2011-03-22,10,8.34813654535526
2011-03-23,10,8.713662223538392
2011-03-24,10,-0.7957150707626965
2011-03-25,10,8.87796993678694
2011-03-28,10,8.48314765433895
2011-03-29,10,6.979204822361567
2011-03-30,10,8.313157543120553
2011-03-31,10,9.840840939299142
2011-04-01,10,8.291292974078601
2011-04-04,10,5.957044615816358
2011-04-05,10,7.77095419897563
2011-04-06,10,7.772081262278334
2011-04-07,10,9.956663621935036
2011-04-08,10,3.9634234604979497
2011-04-11,10,6.0540782704321146
2011-04-12,10,4.351610528976494
2011-04-13,10,7.761035504816334
2011-04-14,10,8.112143391161283
2011-04-15,10,6.805669447369496
2011-04-18,10,4.699316708807203
2011-04-19,10,3.3252824849161584
2011-04-20,10,6.380518570332527
2011-04-21,10,5.182956650662277
2011-04-25,10,7.239028453152059
2011-04-26,10,1.381235908393137
2011-04-27,10,2.415618149935767
2011-04-28,10,6.937273692488873
2011-04-29,10,11.054742791125648
2011-05-02,10,10.998399141053367
2011-05-03,10,11.108509919102175
2011-05-04,10,14.014848854311252
2011-05-05,10,13.267399084440058
2011-05-06,10,15.083690977077936
2011-05-09,10,15.202682940160798
2011-05-10,10,16.078355716808744
2011-05-11,10,15.75012276995966
2011-05-12,10,15.679755375044294
2011-05-13,10,17.498954696941723
2011-05-16,10,18.785041010460645
2011-05-17,10,17.74923681314715
2011-05-18,10,18.905717830137743
2011-05-19,10,20.040750132994678
2011-05-20,10,21.001850205504297
2011-05-23,10,22.21612571214672
2011-05-24,10,22.476914739724123
2011-05-25,10,22.386020662936744
2011-05-26,10,22.67746892568704
2011-05-27,10,24.709697809652823
2011-05-31,10,24.110603039073624
2011-06-01,10,23.63066102119228
2011-06-02,10,24.46441553782597
2011-06-03,10,24.59555202583897
2011-06-06,10,24.111163715014868
2011-06-07,10,24.137031427284853
2011-06-08,10,29.261619117340047
2011-06-09,10,22.29505882262339
2011-06-10,10,20.79101818970304
2011-06-13,10,20.08982878370483
2011-06-14,10,19.347404825056344
2011-06-15,10,27.135186669700037
2011-06-16,10,30.52992734278393
2011-06-17,10,30.13489352272194
2011-06-20,10,30.698660833579083
2011-06-21,10,28.676116895895973
2011-06-22,10,29.599944653824195
2011-06-23,10,27.724492223444315
2011-06-24,10,26.43725002658749
2011-06-27,10,25.55225410061149
2011-06-28,10,23.54535079311717
2011-06-29,10,21.79013336561343
2011-06-30,10,19.91710234146683
2011-07-01,10,17.537745957314485
2011-07-05,10,17.52503589277586
2011-07-06,10,17.015009115990438
2011-07-07,10,16.374774890881554
2011-07-08,10,19.45804813855642
2011-07-11,10,18.269709931564307
2011-07-12,10,21.794783529709434
2011-07-13,10,20.560865739061
2011-07-14,10,20.64658651809384
2011-07-15,10,22.29972581031745
2011-07-18,10,19.602887179375216
2011-07-19,10,21.96907567248553
2011-07-20,10,24.821239571388677
2011-07-21,10,20.30038837124158
2011-07-22,10,18.10848988259784
2011-07-25,10,14.59301415029256
2011-07-26,10,16.03285717544759
2011-07-27,10,14.930105141048898
2011-07-28,10,12.087714483017804
2011-07-29,10,10.881971860474664
2011-08-01,10,10.606079869033294
2011-08-02,10,10.870654408248242
2011-08-03,10,11.649818416483754
2011-08-04,10,18.050611036126725
2011-08-05,10,18.534572730462003
2011-08-08,10,20.311011948326325
2011-08-09,10,28.11261247144705
2011-08-10,10,25.68694492367962
2011-08-11,10,24.496341485178448
2011-08-12,10,22.27715074578637
2011-08-15,10,21.60239954971388
2011-08-16,10,20.114081430180303
2011-08-17,10,22.269878059293376
2011-08-18,10,26.1503601727342
2011-08-19,10,25.41336262911642
2011-08-22,10,25.02199549754724
2011-08-23,10,25.747499534822797
2011-08-24,10,25.36232585059972
2011-08-25,10,25.27217736046916
2011-08-26,10,25.64110973963807
2011-08-29,10,24.684506611918323
2011-08-30,10,26.246993219838373
2011-08-31,10,25.3485899629724
2011-09-01,10,24.9670767456056
2011-09-02,10,27.24471256342565
2011-09-06,10,27.296330185710985
2011-09-07,10,27.17624409398269
2011-09-08,10,26.783969000323538
2011-09-09,10,28.446581001715373
2011-09-12,10,28.7580457568981
2011-09-13,10,28.13255830439232
2011-09-14,10,28.319194980115384
2011-09-15,10,27.641461221348266
2011-09-16,10,27.187329412896588
2011-09-19,10,30.99826385110751
2011-09-20,10,34.23589298089615
2011-09-21,10,37.01222314429265
2011-09-22,10,38.64050113638217
2011-09-23,10,39.46378616870305
2011-09-26,10,39.38630116459672
2011-09-27,10,37.37868172071447
2011-09-28,10,38.42170426557655
2011-09-29,10,35.2798843257296
2011-09-30,10,35.504497519058816
2011-10-03,10,35.05748432459433
2011-10-04,10,36.87080861236811
2011-10-05,10,34.75255047357351
2011-10-06,10,33.92784605729116
2011-10-07,10,32.53066748648115
2011-10-11,10,30.952602621596725
2011-10-12,10,27.862269917466847
2011-10-13,10,26.510660302196925
2011-10-14,10,26.585229372553272
2011-10-17,10,25.05528789891187
2011-10-18,10,25.787853333725224
2011-10-19,10,25.698343597433396
2011-10-20,10,23.60801483001663
2011-10-21,10,24.993689175161165
2011-10-24,10,23.136647684347537
2011-10-25,10,24.471067003064547
2011-10-26,10,23.745359164055746
2011-10-27,10,21.825049249808387
2011-10-28,10,22.026627729043724
2011-10-31,10,23.17578106704633
2011-11-01,10,24.962557730470166
2011-11-02,10,25.59198030976484
2011-11-03,10,27.2095371386194
2011-11-04,10,24.289919210829225
2011-11-07,10,25.323109669357365
2011-11-08,10,24.369701417483725
2011-11-09,10,25.102149349636164
2011-11-10,10,25.48521561317241
2011-11-14,10,26.596846595881004
2011-11-15,10,24.94538266955672
2011-11-16,10,24.9004844850287
2011-11-17,10,25.49410968126776
2011-11-18,10,23.617836157427973
2011-11-21,10,25.11276837239285
2011-11-22,10,22.971749134315104
2011-11-23,10,24.94539172389844
2011-11-25,10,24.330362205742237
2011-11-28,10,25.42732302109664
2011-11-29,10,23.66179898290133
2011-11-30,10,22.63878052348068
2011-12-01,10,22.4309141295054
2011-12-02,10,24.204237959191147
2011-12-05,10,23.90183371651088
2011-12-06,10,20.67007976300107
2011-12-07,10,21.79570810719068
2011-12-08,10,23.121932151590755
2011-12-09,10,22.333027869483345
2011-12-12,10,22.642585942951317
2011-12-13,10,23.57806391823925
2011-12-14,10,26.553115210277127
2011-12-15,10,26.12921464411943
2011-12-16,10,28.24496613200276
2011-12-19,10,26.9032808030656
2011-12-20,10,23.18393964866325
2011-12-21,10,23.408857224245253
2011-12-22,10,23.41382453500131
2011-12-23,10,22.409271234054017
2011-12-27,10,20.62987448311347
2011-12-28,10,21.15137571557122
2011-12-29,10,23.526785695273677
2011-12-30,10,23.85067682962429
2012-01-03,10,21.524408110820133
2012-01-04,10,19.86418192160056
2012-01-05,10,20.3177492154216
2012-01-06,10,20.981264467081505
2012-01-09,10,20.68696586622343
2012-01-10,10,20.205137630795463
2012-01-11,10,21.505782651873854
2012-01-12,10,22.76259196252852
2012-01-13,10,23.43294487951121
2012-01-17,10,24.451150540407696
2012-01-18,10,24.722241035393097
2012-01-19,10,23.155949856239488
2012-01-20,10,21.77020114598972
2012-01-23,10,22.883861687204018
2012-01-24,10,23.133049407131352
2012-01-25,10,25.60274086408353
2012-01-26,10,27.56536906751484
2012-01-27,10,29.902030310851018
2012-01-30,10,31.482240148696945
2012-01-31,10,31.991605888446173
2012-02-01,10,31.3320372762438
2012-02-02,10,32.184074844008336
2012-02-03,10,30.597164628674022
2012-02-06,10,30.579166974846743
2012-02-07,10,30.90987964999624
2012-02-08,10,30.148077814546863
2012-02-09,10,28.55793230541525
2012-02-10,10,28.604830286549344
2012-02-13,10,27.87159753803837
2012-02-14,10,28.39548803205804
2012-02-15,10,29.04271577527152
2012-02-16,10,30.744392604671333
2012-02-17,10,31.82374485746209
2012-02-21,10,30.72273333945219
2012-02-22,10,30.87027308132707
2012-02-23,10,29.899333562681814
2012-02-24,10,30.44365758223313
2012-02-27,10,29.696509691945494
2012-02-28,10,28.851105567957436
2012-02-29,10,27.788346773138784
2012-03-01,10,27.339608156695675
2012-03-02,10,27.32179634940877
2012-03-05,10,27.86430828125353
2012-03-06,10,27.759655632020326
2012-03-07,10,28.266150646094616
